source_file,TIME,DEPTH,TIME_QC,STATION,LATITUDE,LONGITUDE,DEPH,HCSP,HCSP_QC,TEMP,TEMP_QC,VHM0,VHM0_QC,VTM10,VTM10_QC,VZMX,VZMX_QC,EWCT,EWCT_QC,NSCT,NSCT_QC,WSPD,WSPD_QC,WDIR,WDIR_QC,DRYT,DRYT_QC,RELH,RELH_QC,PSAL,PSAL_QC,ATMS,ATMS_QC,SLEV,SLEV_QC
MO_TS_MO_6101628_20250820.nc,2025-08-20 01:00:00,18,1.0,b'6101628',45.6033,13.6717,18.0,0.117000006,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MO_TS_MO_6101628_20250820.nc,2025-08-20 01:00:00,19,1.0,b'6101628',45.6033,13.6717,19.0,0.22200002,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MO_TS_MO_6101628_20250820.nc,2025-08-20 01:00:00,20,1.0,b'6101628',45.6033,13.6717,20.0,0.058000002,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MO_TS_MO_6101628_20250820.nc,2025-08-20 01:00:00,21,1.0,b'6101628',45.6033,13.6717,21.0,0.046000004,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MO_TS_MO_6101628_20250820.nc,2025-08-20 02:00:00,0,1.0,b'6101628',45.6033,13.6717,0.0,,,,,0.078,1.0,2.6360002,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,
MO_TS_MO_6101628_20250820.nc,2025-08-20 02:00:00,1,1.0,b'6101628',45.6033,13.6717,0.5,,,25.000002,1.0,,,,,,,,,,,,,,,,,,,,,,,,
MO_TS_MO_6101628_20250820.nc,2025-08-20 02:00:00,2,1.0,b'6101628',45.6033,13.6717,2.0,0.058000002,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MO_TS_MO_6101628_20250820.nc,2025-08-20 02:00:00,3,1.0,b'6101628',45.6033,13.6717,3.0,0.07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MO_TS_MO_6101628_20250820.nc,2025-08-20 02:00:00,4,1.0,b'6101628',45.6033,13.6717,4.0,0.117000006,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MO_TS_MO_6101628_20250820.nc,2025-08-20 02:00:00,5,1.0,b'6101628',45.6033,13.6717,5.0,0.058000002,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MO_TS_MO_6101628_20250820.nc,2025-08-20 02:00:00,6,1.0,b'6101628',45.6033,13.6717,6.0,0.023000002,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MO_TS_MO_6101628_20250820.nc,2025-08-20 02:00:00,7,1.0,b'6101628',45.6033,13.6717,7.0,0.07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MO_TS_MO_6101628_20250820.nc,2025-08-20 02:00:00,8,1.0,b'6101628',45.6033,13.6717,8.0,0.41000003,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MO_TS_MO_6101628_20250820.nc,2025-08-20 02:00:00,9,1.0,b'6101628',45.6033,13.6717,9.0,0.30400002,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MO_TS_MO_6101628_20250820.nc,2025-08-20 02:00:00,10,1.0,b'6101628',45.6033,13.6717,10.0,0.21000001,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MO_TS_MO_6101628_20250820.nc,2025-08-20 02:00:00,11,1.0,b'6101628',45.6033,13.6717,11.0,0.39800003,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MO_TS_MO_6101628_20250820.nc,2025-08-20 02:00:00,12,1.0,b'6101628',45.6033,13.6717,12.0,0.33900002,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MO_TS_MO_6101628_20250820.nc,2025-08-20 02:00:00,13,1.0,b'6101628',45.6033,13.6717,13.0,0.58500004,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MO_TS_MO_6101628_20250820.nc,2025-08-20 02:00:00,14,1.0,b'6101628',45.6033,13.6717,14.0,0.632,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MO_TS_MO_6101628_20250820.nc,2025-08-20 02:00:00,15,1.0,b'6101628',45.6033,13.6717,15.0,0.597,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MO_TS_MO_6101628_20250820.nc,2025-08-20 02:00:00,16,1.0,b'6101628',45.6033,13.6717,16.0,0.17500001,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MO_TS_MO_6101628_20250820.nc,2025-08-20 02:00:00,17,1.0,b'6101628',45.6033,13.6717,17.0,0.17500001,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MO_TS_MO_6101628_20250820.nc,2025-08-20 02:00:00,18,1.0,b'6101628',45.6033,13.6717,18.0,0.316,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MO_TS_MO_6101628_20250820.nc,2025-08-20 02:00:00,19,1.0,b'6101628',45.6033,13.6717,19.0,0.66700006,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MO_TS_MO_6101628_20250820.nc,2025-08-20 02:00:00,20,1.0,b'6101628',45.6033,13.6717,20.0,0.035,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MO_TS_MO_6101628_20250820.nc,2025-08-20 02:00:00,21,1.0,b'6101628',45.6033,13.6717,21.0,0.07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MO_TS_MO_6101628_20250820.nc,2025-08-20 03:00:00,0,1.0,b'6101628',45.6033,13.6717,0.0,,,,,0.078,1.0,2.7340002,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,
MO_TS_MO_6101628_20250820.nc,2025-08-20 03:00:00,1,1.0,b'6101628',45.6033,13.6717,0.5,,,25.000002,4.0,,,,,,,,,,,,,,,,,,,,,,,,
MO_TS_MO_6101628_20250820.nc,2025-08-20 03:00:00,2,1.0,b'6101628',45.6033,13.6717,2.0,0.058000002,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MO_TS_MO_6101628_20250820.nc,2025-08-20 03:00:00,3,1.0,b'6101628',45.6033,13.6717,3.0,0.093,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MO_TS_MO_6101628_20250820.nc,2025-08-20 03:00:00,4,1.0,b'6101628',45.6033,13.6717,4.0,0.093,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MO_TS_MO_6101628_20250820.nc,2025-08-20 03:00:00,5,1.0,b'6101628',45.6033,13.6717,5.0,0.105000004,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MO_TS_MO_6101628_20250820.nc,2025-08-20 03:00:00,6,1.0,b'6101628',45.6033,13.6717,6.0,0.19900002,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MO_TS_MO_6101628_20250820.nc,2025-08-20 03:00:00,7,1.0,b'6101628',45.6033,13.6717,7.0,0.43300003,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MO_TS_MO_6101628_20250820.nc,2025-08-20 03:00:00,8,1.0,b'6101628',45.6033,13.6717,8.0,0.105000004,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MO_TS_MO_6101628_20250820.nc,2025-08-20 03:00:00,9,1.0,b'6101628',45.6033,13.6717,9.0,0.632,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MO_TS_MO_6101628_20250820.nc,2025-08-20 03:00:00,10,1.0,b'6101628',45.6033,13.6717,10.0,0.46800002,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MO_TS_MO_6101628_20250820.nc,2025-08-20 03:00:00,11,1.0,b'6101628',45.6033,13.6717,11.0,0.17500001,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MO_TS_MO_6101628_20250820.nc,2025-08-20 03:00:00,12,1.0,b'6101628',45.6033,13.6717,12.0,0.19900002,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MO_TS_MO_6101628_20250820.nc,2025-08-20 03:00:00,13,1.0,b'6101628',45.6033,13.6717,13.0,0.082,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MO_TS_MO_6101628_20250820.nc,2025-08-20 03:00:00,14,1.0,b'6101628',45.6033,13.6717,14.0,0.26900002,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MO_TS_MO_6101628_20250820.nc,2025-08-20 03:00:00,15,1.0,b'6101628',45.6033,13.6717,15.0,0.43300003,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MO_TS_MO_6101628_20250820.nc,2025-08-20 03:00:00,16,1.0,b'6101628',45.6033,13.6717,16.0,0.609,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MO_TS_MO_6101628_20250820.nc,2025-08-20 03:00:00,17,1.0,b'6101628',45.6033,13.6717,17.0,0.55,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MO_TS_MO_6101628_20250820.nc,2025-08-20 03:00:00,18,1.0,b'6101628',45.6033,13.6717,18.0,0.832,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MO_TS_MO_6101628_20250820.nc,2025-08-20 03:00:00,19,1.0,b'6101628',45.6033,13.6717,19.0,0.23400001,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MO_TS_MO_6101628_20250820.nc,2025-08-20 03:00:00,20,1.0,b'6101628',45.6033,13.6717,20.0,0.046000004,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MO_TS_MO_6101628_20250820.nc,2025-08-20 03:00:00,21,1.0,b'6101628',45.6033,13.6717,21.0,0.07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MO_TS_MO_6101628_20250820.nc,2025-08-20 04:00:00,0,1.0,b'6101628',45.6033,13.6717,0.0,,,,,0.078,1.0,2.539,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,
MO_TS_MO_6101628_20250820.nc,2025-08-20 04:00:00,1,1.0,b'6101628',45.6033,13.6717,0.5,,,24.921001,1.0,,,,,,,,,,,,,,,,,,,,,,,,
MO_TS_MO_6101628_20250820.nc,2025-08-20 04:00:00,2,1.0,b'6101628',45.6033,13.6717,2.0,0.035,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MO_TS_MO_6101628_20250820.nc,2025-08-20 04:00:00,3,1.0,b'6101628',45.6033,13.6717,3.0,0.058000002,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MO_TS_MO_6101628_20250820.nc,2025-08-20 04:00:00,4,1.0,b'6101628',45.6033,13.6717,4.0,0.093,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MO_TS_MO_6101628_20250820.nc,2025-08-20 04:00:00,5,1.0,b'6101628',45.6033,13.6717,5.0,0.117000006,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MO_TS_MO_6101628_20250820.nc,2025-08-20 04:00:00,6,1.0,b'6101628',45.6033,13.6717,6.0,0.105000004,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MO_TS_MO_6101628_20250820.nc,2025-08-20 04:00:00,7,1.0,b'6101628',45.6033,13.6717,7.0,0.22200002,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MO_TS_MO_6101628_20250820.nc,2025-08-20 04:00:00,8,1.0,b'6101628',45.6033,13.6717,8.0,0.19900002,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MO_TS_MO_6101628_20250820.nc,2025-08-20 04:00:00,9,1.0,b'6101628',45.6033,13.6717,9.0,0.15200001,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MO_TS_MO_6101628_20250820.nc,2025-08-20 04:00:00,10,1.0,b'6101628',45.6033,13.6717,10.0,0.44500002,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MO_TS_MO_6101628_20250820.nc,2025-08-20 04:00:00,11,1.0,b'6101628',45.6033,13.6717,11.0,0.117000006,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MO_TS_MO_6101628_20250820.nc,2025-08-20 04:00:00,12,1.0,b'6101628',45.6033,13.6717,12.0,0.187,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MO_TS_MO_6101628_20250820.nc,2025-08-20 04:00:00,13,1.0,b'6101628',45.6033,13.6717,13.0,0.164,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MO_TS_MO_6101628_20250820.nc,2025-08-20 04:00:00,14,1.0,b'6101628',45.6033,13.6717,14.0,0.128,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MO_TS_MO_6101628_20250820.nc,2025-08-20 04:00:00,15,1.0,b'6101628',45.6033,13.6717,15.0,0.07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MO_TS_MO_6101628_20250820.nc,2025-08-20 04:00:00,16,1.0,b'6101628',45.6033,13.6717,16.0,0.58500004,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MO_TS_MO_6101628_20250820.nc,2025-08-20 04:00:00,17,1.0,b'6101628',45.6033,13.6717,17.0,0.15200001,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MO_TS_MO_6101628_20250820.nc,2025-08-20 04:00:00,18,1.0,b'6101628',45.6033,13.6717,18.0,0.093,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MO_TS_MO_6101628_20250820.nc,2025-08-20 04:00:00,19,1.0,b'6101628',45.6033,13.6717,19.0,0.609,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MO_TS_MO_6101628_20250820.nc,2025-08-20 04:00:00,20,1.0,b'6101628',45.6033,13.6717,20.0,0.046000004,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MO_TS_MO_6101628_20250820.nc,2025-08-20 04:00:00,21,1.0,b'6101628',45.6033,13.6717,21.0,0.117000006,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MO_TS_MO_6101628_20250820.nc,2025-08-20 05:00:00,0,1.0,b'6101628',45.6033,13.6717,0.0,,,,,0.078,1.0,2.539,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,
MO_TS_MO_6101628_20250820.nc,2025-08-20 05:00:00,1,1.0,b'6101628',45.6033,13.6717,0.5,,,24.921001,1.0,,,,,,,,,,,,,,,,,,,,,,,,
MO_TS_MO_6101628_20250820.nc,2025-08-20 05:00:00,2,1.0,b'6101628',45.6033,13.6717,2.0,0.035,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MO_TS_MO_6101628_20250820.nc,2025-08-20 05:00:00,3,1.0,b'6101628',45.6033,13.6717,3.0,0.105000004,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MO_TS_MO_6101628_20250820.nc,2025-08-20 05:00:00,4,1.0,b'6101628',45.6033,13.6717,4.0,0.117000006,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MO_TS_MO_6101628_20250820.nc,2025-08-20 05:00:00,5,1.0,b'6101628',45.6033,13.6717,5.0,0.21000001,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MO_TS_MO_6101628_20250820.nc,2025-08-20 05:00:00,6,1.0,b'6101628',45.6033,13.6717,6.0,0.117000006,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MO_TS_MO_6101628_20250820.nc,2025-08-20 05:00:00,7,1.0,b'6101628',45.6033,13.6717,7.0,0.117000006,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MO_TS_MO_6101628_20250820.nc,2025-08-20 05:00:00,8,1.0,b'6101628',45.6033,13.6717,8.0,0.046000004,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MO_TS_MO_6101628_20250820.nc,2025-08-20 05:00:00,9,1.0,b'6101628',45.6033,13.6717,9.0,0.53900003,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MO_TS_MO_6101628_20250820.nc,2025-08-20 05:00:00,10,1.0,b'6101628',45.6033,13.6717,10.0,0.503,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MO_TS_MO_6101628_20250820.nc,2025-08-20 05:00:00,11,1.0,b'6101628',45.6033,13.6717,11.0,0.035,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MO_TS_MO_6101628_20250820.nc,2025-08-20 05:00:00,12,1.0,b'6101628',45.6033,13.6717,12.0,0.574,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MO_TS_MO_6101628_20250820.nc,2025-08-20 05:00:00,13,1.0,b'6101628',45.6033,13.6717,13.0,0.53900003,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MO_TS_MO_6101628_20250820.nc,2025-08-20 05:00:00,14,1.0,b'6101628',45.6033,13.6717,14.0,0.164,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MO_TS_MO_6101628_20250820.nc,2025-08-20 05:00:00,15,1.0,b'6101628',45.6033,13.6717,15.0,0.011000001,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MO_TS_MO_6101628_20250820.nc,2025-08-20 05:00:00,16,1.0,b'6101628',45.6033,13.6717,16.0,0.527,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MO_TS_MO_6101628_20250820.nc,2025-08-20 05:00:00,17,1.0,b'6101628',45.6033,13.6717,17.0,0.33900002,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MO_TS_MO_6101628_20250820.nc,2025-08-20 05:00:00,18,1.0,b'6101628',45.6033,13.6717,18.0,0.128,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MO_TS_MO_6101628_20250820.nc,2025-08-20 05:00:00,19,1.0,b'6101628',45.6033,13.6717,19.0,0.41000003,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MO_TS_MO_6101628_20250820.nc,2025-08-20 05:00:00,20,1.0,b'6101628',45.6033,13.6717,20.0,0.19900002,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MO_TS_MO_6101628_20250820.nc,2025-08-20 05:00:00,21,1.0,b'6101628',45.6033,13.6717,21.0,0.117000006,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MO_TS_MO_6101628_20250820.nc,2025-08-20 06:00:00,0,1.0,b'6101628',45.6033,13.6717,0.0,,,,,0.078,1.0,2.4410002,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,
MO_TS_MO_6101628_20250820.nc,2025-08-20 06:00:00,1,1.0,b'6101628',45.6033,13.6717,0.5,,,24.921001,4.0,,,,,,,,,,,,,,,,,,,,,,,,
MO_TS_MO_6101628_20250820.nc,2025-08-20 06:00:00,2,1.0,b'6101628',45.6033,13.6717,2.0,0.011000001,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MO_TS_MO_6101628_20250820.nc,2025-08-20 06:00:00,3,1.0,b'6101628',45.6033,13.6717,3.0,0.082,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MO_TS_MO_6101628_20250820.nc,2025-08-20 06:00:00,4,1.0,b'6101628',45.6033,13.6717,4.0,0.164,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MO_TS_MO_6101628_20250820.nc,2025-08-20 06:00:00,5,1.0,b'6101628',45.6033,13.6717,5.0,0.19900002,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MO_TS_MO_6101628_20250820.nc,2025-08-20 06:00:00,6,1.0,b'6101628',45.6033,13.6717,6.0,0.14,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MO_TS_MO_6101628_20250820.nc,2025-08-20 06:00:00,7,1.0,b'6101628',45.6033,13.6717,7.0,0.28100002,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MO_TS_MO_6101628_20250820.nc,2025-08-20 06:00:00,8,1.0,b'6101628',45.6033,13.6717,8.0,0.386,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MO_TS_MO_6101628_20250820.nc,2025-08-20 06:00:00,9,1.0,b'6101628',45.6033,13.6717,9.0,0.105000004,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
